top - 16:33:24 up 73 days,  4:00, 12 users,  load average: 11.36, 26.46, 30.62
Tasks: 1308 total,  10 running, 1295 sleeping,   3 stopped,   0 zombie
%Cpu(s):  6.4 us,  5.0 sy,  0.0 ni, 88.6 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem : 2063849.+total, 459210.2 free,  39424.8 used, 1565214.+buff/cache
MiB Swap:   2048.0 total,     71.7 free,   1976.3 used. 1962674.+avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   3989 gdm       20   0  335428  15084  13132 S   0.0   0.0   0:00.03 gsd-keyboard
   3990 gdm       20   0  267016  11996   6236 S   0.0   0.0   0:00.00 ibus-engine-sim
   3993 gdm       20   0  248376  10424   8820 S   0.0   0.0   0:00.98 gsd-print-notif
   3994 gdm       20   0  457112   5176   4532 S   0.0   0.0   0:00.13 gsd-rfkill
   3995 gdm       20   0  315456   7092   6344 S   0.0   0.0   0:00.00 gsd-smartcard
   3996 gdm       20   0  373624  13800  12796 S   0.0   0.0   0:00.01 gsd-datetime
   3999 gdm       20   0  891248  16276  13756 S   0.0   0.0   0:00.12 gsd-media-keys
   4007 gdm       20   0  235520   5148   4628 S   0.0   0.0   0:00.00 gsd-screensaver
   4009 gdm       20   0  319368   7616   6724 S   0.0   0.0   0:00.00 gsd-sound
   4013 gdm       20   0  309672   5708   5180 S   0.0   0.0   0:00.00 gsd-a11y-settin
   4016 gdm       20   0  311840   6556   5668 S   0.0   0.0   3:21.78 gsd-housekeepin
   4021 gdm       20   0  410196  15472  13292 S   0.0   0.0   0:05.92 gsd-power
   4047 gdm       20   0  342196  14032  12152 S   0.0   0.0   0:00.01 gsd-printer
   4109 root       0 -20       0      0      0 I   0.0   0.0   0:01.60 kworker/71:1H-kblockd
   4196 root       0 -20    6564   3940   3664 S   0.0   0.0   0:00.00 nxexec
   4197 gdm        0 -20 1627804  66140  26148 S   0.0   0.0   3:58.34 nxnode.bin
   4985 root       0 -20       0      0      0 I   0.0   0.0   0:00.83 kworker/84:1H-kblockd
   9489 root       0 -20       0      0      0 I   0.0   0.0   0:01.84 kworker/41:1H-kblockd
 308301 robert.+  20   0   22540  12264   3024 S   0.0   0.0   8:16.68 tmux: server
 308302 robert.+  20   0   11668   5568   3460 S   0.0   0.0   0:00.11 bash
 708434 gdm       20   0  156112   4676   4156 S   0.0   0.0   0:00.00 dconf-service
 904999 root      20   0       0      0      0 I   0.0   0.0   0:15.68 kworker/21:0-mm_percpu_wq
1288822 robert.+  20   0   11036   3860   3696 S   0.0   0.0   0:00.07 bash
1296297 robert.+  20   0   11036   5340   3504 S   0.0   0.0   0:00.08 bash
1317481 root      20   0       0      0      0 I   0.0   0.0   0:51.16 kworker/92:2-mm_percpu_wq
1332062 root      20   0  673680  51616  23556 S   0.0   0.0   0:07.36 nxrunner.bin
1333596 root      20   0       0      0      0 I   0.0   0.0   0:09.87 kworker/63:2-events
1343931 root      20   0       0      0      0 I   0.0   0.0   0:11.16 kworker/68:2-events
1360615 root      20   0       0      0      0 I   0.0   0.0   1:15.22 kworker/32:0-mm_percpu_wq
1370739 root      20   0       0      0      0 I   0.0   0.0   0:48.16 kworker/54:0-mm_percpu_wq
1381818 root      20   0       0      0      0 I   0.0   0.0   0:30.13 kworker/1:0-mm_percpu_wq
1394064 ollama    20   0   22.7g 576116  31176 S   0.0   0.0  19:00.77 ollama
1394094 root      20   0       0      0      0 S   0.0   0.0   0:00.00 vidmem lazy fre
1394095 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU1 BH
1394096 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU1 KC
1394097 root      20   0       0      0      0 S   0.0   0.0   0:00.00 vidmem lazy fre
1394098 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU2 BH
1394099 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU2 KC
1394122 root      20   0       0      0      0 S   0.0   0.0   0:00.00 vidmem lazy fre
1394123 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU3 BH
1394124 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU3 KC
1394132 root      20   0       0      0      0 S   0.0   0.0   0:00.00 vidmem lazy fre
1394133 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU4 BH
1394134 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM GPU4 KC
1425517 root      20   0       0      0      0 I   0.0   0.0   0:23.53 kworker/66:0-mm_percpu_wq
1437962 root      20   0       0      0      0 I   0.0   0.0   1:48.52 kworker/6:1-rcu_gp
1442776 root      20   0       0      0      0 I   0.0   0.0   0:16.54 kworker/57:1-mm_percpu_wq
1448415 root      20   0       0      0      0 I   0.0   0.0   1:17.97 kworker/7:0-mm_percpu_wq
1460649 robert.+  20   0   11164   4488   3552 S   0.0   0.0   0:00.22 bash
1462242 robert.+  20   0   24.3g   2.0g 272260 T   0.0   0.1  12:06.07 pt_main_thread
1465881 robert.+  20   0   11036   3608   3580 S   0.0   0.0   0:00.03 bash
1468724 robert.+  20   0   11036   4792   3624 S   0.0   0.0   0:00.06 bash
1551532 root      20   0       0      0      0 I   0.0   0.0   0:50.34 kworker/44:0-mm_percpu_wq
1622384 root      20   0 5251228  39508  24612 S   0.0   0.0   6:03.09 snapd
1622829 root      20   0       0      0      0 I   0.0   0.0   0:21.98 kworker/9:0-mm_percpu_wq
1642036 root      20   0       0      0      0 I   0.0   0.0   0:06.47 kworker/67:1-rcu_gp
1682674 robert.+  20   0   11036   3628   3560 S   0.0   0.0   0:00.04 bash
1683144 robert.+  20   0   11036   4524   3608 S   0.0   0.0   0:00.03 bash
1736090 root      20   0       0      0      0 I   0.0   0.0   0:26.45 kworker/49:0-mm_percpu_wq
1808868 root      20   0       0      0      0 I   0.0   0.0   0:20.57 kworker/82:1-events
2062703 root      20   0       0      0      0 I   0.0   0.0   0:11.97 kworker/17:0-events
2096416 robert.+  20   0   11136   3448   3444 S   0.0   0.0   0:00.03 bash
2115057 root      20   0       0      0      0 I   0.0   0.0   0:11.44 kworker/50:1-mm_percpu_wq
2150490 root      20   0       0      0      0 I   0.0   0.0   0:11.49 kworker/51:1-mm_percpu_wq
2179834 robert.+  20   0    2616    596    528 S   0.0   0.0   0:00.00 sh
2179838 robert.+  20   0   11.5g 304192  53268 S   0.0   0.0  19:50.65 node
2179879 robert.+  20   0 1621532 105944  47648 S   0.0   0.0  27:18.59 node
2180181 robert.+  20   0   11040   5316   3528 S   0.0   0.0   0:00.01 bash
2180530 root      20   0   13996   8940   7476 S   0.0   0.0   0:00.14 sshd
2180595 robert.+  20   0   14604   6972   4548 S   0.0   0.0  11:47.68 sshd
2180597 robert.+  20   0    9580   3472   3192 S   0.0   0.0   0:00.00 bash
2180600 robert.+  20   0    2616   1864   1668 S   0.0   0.0   0:02.52 sh
2180618 robert.+  20   0  248376  36928  13692 S   0.0   0.0  24:52.58 code-6f17636121
2180965 robert.+  20   0 1607640 315124  47424 S   0.0   0.0   2:45.48 node
2181018 robert.+  20   0    6200   5224   3548 S   0.0   0.0   0:04.52 pet
2181181 robert.+  20   0   11168   5392   3504 S   0.0   0.0   0:00.01 bash
2181289 robert.+  20   0   11168   5756   3764 S   0.0   0.0   0:00.09 bash
2181401 robert.+  20   0   14.7g   1.7g  59596 S   0.0   0.1   4:29.67 node
2181412 robert.+  20   0 6801024 139352  67532 S   0.0   0.0  10:24.46 language_server
2181487 robert.+  20   0 6933684 520364  89112 S   0.0   0.0 212:14.14 language_server
2188260 robert.+  20   0   10908   3488   3488 S   0.0   0.0   0:00.01 bash
2188445 robert.+  20   0    9748   3424   3072 S   0.0   0.0   0:00.00 tmux: client
2194083 root      20   0       0      0      0 I   0.0   0.0   0:08.12 kworker/52:2-mm_percpu_wq
2201804 robert.+  20   0   11168   5564   3548 S   0.0   0.0   0:00.03 bash
2257272 robert.+  20   0   11168   5408   3512 S   0.0   0.0   0:00.01 bash
2271438 root      20   0       0      0      0 I   0.0   0.0   0:23.63 kworker/19:0-mm_percpu_wq
2279833 root      20   0       0      0      0 I   0.0   0.0   0:07.66 kworker/62:1-mm_percpu_wq
2289613 robert.+  20   0   11040   5380   3592 S   0.0   0.0   0:00.01 bash
2296718 robert.+  20   0   11040   5364   3572 S   0.0   0.0   0:00.01 bash
2300513 robert.+  20   0   11164   4024   3600 S   0.0   0.0   0:00.08 bash
2303917 root      20   0       0      0      0 I   0.0   0.0   0:05.11 kworker/70:0-mm_percpu_wq
2307831 robert.+  20   0   11040   5272   3484 S   0.0   0.0   0:00.01 bash
2314394 root      20   0       0      0      0 I   0.0   0.0   0:22.05 kworker/35:0-mm_percpu_wq
2325231 root      20   0       0      0      0 I   0.0   0.0   0:37.50 kworker/48:0-mm_percpu_wq
2330486 root      20   0       0      0      0 I   0.0   0.0   1:07.89 kworker/24:0-rcu_gp
2337582 robert.+  20   0   11040   5384   3596 S   0.0   0.0   0:00.01 bash
2348795 root      20   0       0      0      0 I   0.0   0.0   0:05.90 kworker/5:0-rcu_gp
2352161 root      20   0       0      0      0 I   0.0   0.0   0:14.12 kworker/94:0-mm_percpu_wq
2365385 root      20   0       0      0      0 I   0.0   0.0   0:09.57 kworker/61:0-events
2367496 gdm       20   0  162264   5644   5052 S   0.0   0.0   0:00.00 gvfsd-metadata
2367503 robert.+  20   0  162268   5664   5032 S   0.0   0.0   0:00.00 gvfsd-metadata
2375132 root      20   0       0      0      0 I   0.0   0.0   1:56.11 kworker/0:0-events
2393129 root      20   0       0      0      0 I   0.0   0.0   0:00.65 kworker/71:1-rcu_par_gp
2418304 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/44:2-cgroup_destroy
2424046 root      20   0       0      0      0 I   0.0   0.0   0:05.11 kworker/41:0-mm_percpu_wq
2424094 root      20   0       0      0      0 I   0.0   0.0   0:43.64 kworker/31:0-events
2424095 root      20   0       0      0      0 I   0.0   0.0   0:11.16 kworker/95:2-mm_percpu_wq
2426403 root      20   0       0      0      0 I   0.0   0.0   0:02.06 kworker/55:0-events
2426404 root      20   0       0      0      0 I   0.0   0.0   0:20.13 kworker/10:0-events
2429144 robert.+  20   0  240048   7656   6716 S   0.0   0.0   0:00.18 gnome-keyring-d
2436985 robert.+  20   0   11144   3676   3496 S   0.0   0.0   0:00.06 bash
2459507 root      20   0       0      0      0 I   0.0   0.0   0:22.78 kworker/45:0-mm_percpu_wq
2461226 root      20   0       0      0      0 I   0.0   0.0   0:12.81 kworker/36:2-rcu_gp
2468149 root      20   0       0      0      0 I   0.0   0.0   0:08.24 kworker/2:0-events
2471126 root      20   0       0      0      0 I   0.0   0.0   0:00.98 kworker/53:1-events
2487893 root      20   0       0      0      0 I   0.0   0.0   0:12.54 kworker/93:0-mm_percpu_wq
2487930 root      20   0       0      0      0 I   0.0   0.0   0:04.74 kworker/4:2-rcu_par_gp
2508240 root      20   0       0      0      0 I   0.0   0.0   0:03.32 kworker/89:0-events
2510039 root      20   0       0      0      0 I   0.0   0.0   0:16.72 kworker/8:0-mm_percpu_wq
2512880 root      20   0       0      0      0 I   0.0   0.0   0:16.91 kworker/46:0-events
2513746 root      20   0       0      0      0 I   0.0   0.0   0:48.74 kworker/42:0-mm_percpu_wq
2520623 root      20   0       0      0      0 I   0.0   0.0   0:10.46 kworker/55:2-mm_percpu_wq
2525311 root      20   0       0      0      0 I   0.0   0.0   0:08.30 kworker/16:1-events
2532280 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/57:2-cgroup_destroy
2540086 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/68:0
2541188 root      20   0       0      0      0 I   0.0   0.0   0:04.24 kworker/53:0-events
2543685 root      20   0       0      0      0 I   0.0   0.0   0:07.56 kworker/47:0-rcu_par_gp
2548719 root      20   0       0      0      0 I   0.0   0.0   0:11.41 kworker/87:0-mm_percpu_wq
2548720 root      20   0       0      0      0 I   0.0   0.0   0:10.50 kworker/88:0-mm_percpu_wq
2548765 root      20   0       0      0      0 I   0.0   0.0   0:19.09 kworker/85:0-mm_percpu_wq
2551644 root      20   0       0      0      0 I   0.0   0.0   0:01.84 kworker/84:0-rcu_gp
2560216 root      20   0       0      0      0 I   0.0   0.0   0:19.37 kworker/39:1-mm_percpu_wq
2560225 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/50:2-cgroup_destroy
2566292 root      20   0       0      0      0 I   0.0   0.0   0:20.14 kworker/73:1-events
2567032 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/9:1-cgroup_destroy
2568994 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/19:2-cgroup_destroy
2575114 root      20   0       0      0      0 I   0.0   0.0   0:49.98 kworker/6:2-events
2581699 root      20   0       0      0      0 I   0.0   0.0   0:05.96 kworker/22:2-mm_percpu_wq
2581701 root      20   0       0      0      0 I   0.0   0.0   0:06.22 kworker/23:0-mm_percpu_wq
2594329 robert.+  20   0   11040   5372   3580 S   0.0   0.0   0:00.01 bash
2595338 root      20   0       0      0      0 I   0.0   0.0   0:13.95 kworker/86:0-events
2597435 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/66:2-cgroup_destroy
2602801 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/54:2-cgroup_destroy
2607312 root      20   0       0      0      0 I   0.0   0.0   0:15.43 kworker/28:0-mm_percpu_wq
2610229 root      20   0       0      0      0 I   0.0   0.0   0:24.69 kworker/84:1-mm_percpu_wq
2612931 root      20   0       0      0      0 I   0.0   0.0   0:07.67 kworker/11:2-events
2612938 root      20   0       0      0      0 I   0.0   0.0   0:07.75 kworker/67:2-mm_percpu_wq
2614046 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/94:1-cgroup_destroy
2619148 root      20   0       0      0      0 I   0.0   0.0   0:03.66 kworker/71:0-mm_percpu_wq
2619149 root      20   0       0      0      0 I   0.0   0.0   0:22.21 kworker/18:2-mm_percpu_wq
2625067 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/56:0-cgroup_destroy
2638363 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/42:1
2641844 root      20   0       0      0      0 I   0.0   0.0   0:03.12 kworker/65:0-mm_percpu_wq
2641852 root      20   0       0      0      0 I   0.0   0.0   0:17.13 kworker/91:1-mm_percpu_wq
2644182 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/20:2-cgroup_destroy
2644731 root      20   0       0      0      0 I   0.0   0.0   0:40.19 kworker/36:0-events
2645099 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/91:0-cgroup_destroy
2646521 root      20   0       0      0      0 I   0.0   0.0   0:04.48 kworker/69:1-mm_percpu_wq
2649034 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/31:2-cgroup_destroy
2658905 root      20   0       0      0      0 I   0.0   0.0   0:03.58 kworker/75:0-cgroup_destroy
2659956 root      20   0       0      0      0 I   0.0   0.0   0:17.13 kworker/76:2-events
2663307 root      20   0       0      0      0 I   0.0   0.0   0:00.89 kworker/60:0-rcu_gp
2673881 root      20   0       0      0      0 I   0.0   0.0   0:01.72 kworker/14:0-rcu_gp
2674655 root      20   0       0      0      0 I   0.0   0.0   0:04.27 kworker/29:0-events
2677415 robert.+  20   0   11040   5384   3596 S   0.0   0.0   0:00.01 bash
2677433 robert.+  20   0   11040   5260   3472 S   0.0   0.0   0:00.01 bash
2680340 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/59:2-cgroup_destroy
2690375 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/45:1-mm_percpu_wq
2695089 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker/40:1-rcu_gp
2695090 root      20   0       0      0      0 I   0.0   0.0   0:11.41 kworker/41:1-events
2696160 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/85:2-cgroup_destroy
2697323 root      20   0       0      0      0 I   0.0   0.0   0:30.86 kworker/78:2-mm_percpu_wq
2697325 root      20   0       0      0      0 I   0.0   0.0   0:04.92 kworker/15:0-mm_percpu_wq
2697344 root      20   0       0      0      0 I   0.0   0.0   0:17.20 kworker/79:1-events
2697355 root      20   0       0      0      0 I   0.0   0.0   0:07.22 kworker/2:2-mm_percpu_wq
2698026 root      20   0       0      0      0 I   0.0   0.0   0:11.95 kworker/40:2-mm_percpu_wq
2699092 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/8:2-cgroup_destroy
2699147 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/88:2
2708335 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/73:2
2708883 root      20   0       0      0      0 I   0.0   0.0   0:01.54 kworker/3:1-rcu_gp
2712285 root      20   0       0      0      0 I   0.0   0.0   0:03.64 kworker/59:0-mm_percpu_wq
2714288 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/0:1-cgroup_destroy
2727236 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/78:1-cgroup_destroy
2734201 root      20   0       0      0      0 I   0.0   0.0   0:10.08 kworker/83:1-mm_percpu_wq
2741719 root      20   0       0      0      0 I   0.0   0.0   0:03.99 kworker/4:1-events
2741727 root      20   0       0      0      0 I   0.0   0.0   0:21.81 kworker/43:0-events
2742701 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/1:1-cgroup_destroy
2744572 root      20   0       0      0      0 I   0.0   0.0   0:00.50 kworker/12:0-rcu_gp
2747486 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/58:2-cgroup_destroy
2751915 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/33:0-cgroup_destroy
2758854 root      20   0       0      0      0 I   0.0   0.0   0:35.81 kworker/30:2-mm_percpu_wq
2758889 root      20   0       0      0      0 I   0.0   0.0   0:04.90 kworker/5:2-mm_percpu_wq
2761857 root      20   0       0      0      0 I   0.0   0.0   0:13.74 kworker/80:2-mm_percpu_wq
2765467 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/79:0-events
2768251 robert.+  20   0   11036   1140   1140 S   0.0   0.0   0:00.00 bash
2768339 robert.+  20   0   11.1g 520096 129584 S   0.0   0.0   1675:27 pt_main_thread
2768712 robert.+  20   0   11036   1376   1180 S   0.0   0.0   0:00.00 bash
2768815 robert.+  20   0   11.1g 545404 128424 S   0.0   0.0   1516:22 pt_main_thread
2768833 robert.+  20   0   11.1g 576340 128424 S   0.0   0.0   1543:21 pt_main_thread
2769885 robert.+  20   0   49.5g   1.0g 125396 S   0.0   0.0  84:47.76 pt_main_thread
2769886 robert.+  20   0   49.5g   1.1g 125396 S   0.0   0.1  82:47.42 pt_main_thread
2769949 robert.+  20   0   49.5g   1.0g 125396 S   0.0   0.0  82:52.73 pt_main_thread
2769950 robert.+  20   0   49.5g   1.1g 125396 S   0.0   0.1  81:51.37 pt_main_thread
2770202 robert.+  20   0   49.0g   1.3g 125144 S   0.0   0.1  80:13.23 pt_main_thread
2770203 robert.+  20   0   49.0g   1.3g 125144 S   0.0   0.1  80:02.73 pt_main_thread
2770266 robert.+  20   0   49.0g   1.3g 125144 S   0.0   0.1  79:45.03 pt_main_thread
2770267 robert.+  20   0   49.0g   1.3g 125144 S   0.0   0.1  77:47.56 pt_main_thread
2770948 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/86:1-cgroup_destroy
2773107 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/93:2-cgroup_destroy
2777318 root      20   0       0      0      0 I   0.0   0.0   0:11.37 kworker/81:0-mm_percpu_wq
2781097 root      20   0       0      0      0 I   0.0   0.0   0:08.07 kworker/13:1-mm_percpu_wq
2782028 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/52:1-cgroup_destroy
2782199 root      20   0       0      0      0 I   0.0   0.0   0:10.76 kworker/12:1-mm_percpu_wq
2783916 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/11:1-cgroup_destroy
2784447 root      20   0       0      0      0 I   0.0   0.0   0:07.35 kworker/47:1-mm_percpu_wq
2784448 root      20   0       0      0      0 I   0.0   0.0   0:00.15 kworker/90:2-rcu_gp
2784455 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/63:1
2787309 root      20   0       0      0      0 I   0.0   0.0   0:14.44 kworker/90:0-events
2787313 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/39:2-cgroup_destroy
2789738 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/32:2-mm_percpu_wq
2793616 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/62:2-cgroup_destroy
2794453 robert.+  20   0   11040   5348   3552 S   0.0   0.0   0:00.00 bash
2797251 root      20   0       0      0      0 I   0.0   0.0   0:01.05 kworker/77:2-cgroup_destroy
2797640 root      20   0       0      0      0 I   0.0   0.0   0:19.01 kworker/72:2-events
2797785 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/48:2
2800907 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/46:1
2801811 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/92:0-cgroup_destroy
2802313 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/49:1-cgroup_destroy
2808973 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/43:2-mm_percpu_wq
2809174 root      20   0       0      0      0 I   0.0   0.0   0:09.17 kworker/75:2-mm_percpu_wq
2809311 root      20   0       0      0      0 I   0.0   0.0   0:15.49 kworker/25:1-mm_percpu_wq
2809380 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/30:1
2809449 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/27:1-rcu_gp
2809586 root      20   0       0      0      0 I   0.0   0.0   0:12.77 kworker/38:2-mm_percpu_wq
2809861 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/72:0
2809930 root      20   0       0      0      0 I   0.0   0.0   0:06.97 kworker/29:1-mm_percpu_wq
2810061 root      20   0       0      0      0 I   0.0   0.0   0:02.80 kworker/64:1-mm_percpu_wq
2810062 root      20   0       0      0      0 I   0.0   0.0   0:05.57 kworker/14:1-events
2810097 root      20   0       0      0      0 I   0.0   0.0   0:09.02 kworker/27:0-mm_percpu_wq
2810098 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/28:1-cgroup_destroy
2812994 root      20   0       0      0      0 I   0.0   0.0   0:09.77 kworker/34:2-mm_percpu_wq
2813628 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/83:2-cgroup_destroy
2816592 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/81:1
2817648 root      20   0       0      0      0 I   0.0   0.0   0:06.32 kworker/89:1-mm_percpu_wq
2818084 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/15:2-cgroup_destroy
2818523 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/35:2-cgroup_destroy
2821843 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/13:0-cgroup_destroy
2822287 root      20   0       0      0      0 I   0.0   0.0   0:03.31 kworker/3:2-events
2831903 root      20   0       0      0      0 I   0.0   0.0   0:03.71 kworker/26:1-rcu_par_gp
2832385 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/65:2-cgroup_destroy
2835325 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:2-cgroup_destroy
2835368 root      20   0       0      0      0 I   0.0   0.0   0:06.87 kworker/60:2-mm_percpu_wq
2837700 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/61:2-cgroup_destroy
2837944 root      20   0       0      0      0 I   0.0   0.0   0:08.38 kworker/77:1-mm_percpu_wq
2841409 root      20   0       0      0      0 I   0.0   0.0   0:13.81 kworker/37:2-mm_percpu_wq
2841411 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/38:1-rcu_par_gp
2841423 root      20   0   29068   9484   7560 S   0.0   0.0   0:00.03 cupsd
2841425 root      20   0  175604  15308  10280 S   0.0   0.0   0:00.24 cups-browsed
2841429 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/17:2
2841432 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/25:0-mm_percpu_wq
2841435 lp        20   0   15312   6520   5708 S   0.0   0.0   0:00.00 dbus
2841436 lp        20   0   15312   6460   5648 S   0.0   0.0   0:00.00 dbus
2855611 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/64:0-cgroup_destroy
2859476 root      20   0       0      0      0 I   0.0   0.0   0:05.94 kworker/26:0-mm_percpu_wq
2859477 root      20   0       0      0      0 I   0.0   0.0   0:10.60 kworker/24:2-events
2859484 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/70:1
2859485 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/37:0-cgroup_destroy
2859587 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/51:2-cgroup_destroy
2862247 root      20   0       0      0      0 I   0.0   0.0   0:12.13 kworker/74:1-events
2862751 robert.+  20   0    2616    464    464 S   0.0   0.0   0:00.00 sh
2862755 robert.+  20   0   11.3g 166452  53476 S   0.0   0.0   0:27.87 node
2862782 robert.+  20   0 1316228  85868  48296 S   0.0   0.0   0:37.44 node
2863979 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/87:2
2869948 robert.+  20   0   11164   2456   1172 S   0.0   0.0   0:00.00 bash
2871036 robert.+  20   0   26.4g   1.4g 124304 S   0.0   0.1  12:42.74 pt_main_thread
2871037 robert.+  20   0   26.4g   1.4g 124896 S   0.0   0.1  12:30.22 pt_main_thread
2871038 robert.+  20   0   26.4g   1.4g 124332 S   0.0   0.1  12:25.98 pt_main_thread
2871101 robert.+  20   0   26.4g   1.4g 124896 S   0.0   0.1  12:59.24 pt_main_thread
2872306 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/69:2-cgroup_destroy
2872817 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/21:2-cgroup_destroy
2873337 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/22:1-cgroup_destroy
2874482 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/34:1-mm_percpu_wq
2874683 root      20   0   13868   8928   7476 S   0.0   0.0   0:00.01 sshd
2874790 robert.+  20   0   14408   6640   4408 S   0.0   0.0   0:10.06 sshd
2874792 robert.+  20   0    2616   1716   1576 S   0.0   0.0   0:00.02 sh
2874814 robert.+  20   0  231744  21372  14480 S   0.0   0.0   0:27.19 code-f220831ea2
2874947 robert.+  20   0 3359572   2.1g  47936 S   0.0   0.1   5:05.71 node
2875002 robert.+  20   0   11172   5448   3476 S   0.0   0.0   0:00.02 bash
2875018 robert.+  20   0    6608   5308   3476 S   0.0   0.0   0:03.00 pet
2875123 robert.+  20   0   11288   5732   3688 S   0.0   0.0   0:00.23 bash
2875256 robert.+  20   0   11040   5144   3348 S   0.0   0.0   0:00.01 bash
2875296 robert.+  20   0   16.9g   4.0g  60364 S   0.0   0.2  12:19.59 node
2875316 robert.+  20   0    2616    532    464 S   0.0   0.0   0:00.00 sh
2875341 robert.+  20   0 6726268 139620  67820 S   0.0   0.0   0:09.30 language_server
2875428 robert.+  20   0 9839.9m   2.8g  93996 S   0.0   0.1 177:30.66 language_server
2880811 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/23:2
2881384 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/7:2
2881437 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/16:0-cgroup_destroy
2881682 robert.+  20   0 1023564  68884  45948 S   0.0   0.0   0:01.08 node
